Series Name,"Country Name","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Population ages 50-54, male","San Marino","842","845","854","856","908","933","953","998","1032","1104","1149","1182","1280","1319","1350","1399","1436","1484","1520","1526","1527","1513","1486","1483","1467"
"Population ages 50-54, male","Sao Tome and Principe","1438","1492","1588","1698","1803","1893","1975","2059","2149","2259","2393","2532","2665","2792","2903","2998","3090","3197","3328","3480","3635","3792","3933","4055","4185"
"Population ages 50-54, male","Saudi Arabia","318574","334421","350888","369303","389421","411007","434940","461416","490864","523887","534577","578958","628017","693134","746532","830371","909837","948364","939498","931286","961108","910442","940243","1005912","1072993"
"Population ages 50-54, male","Senegal","126809","128401","129486","131234","133646","136277","139122","142325","145930","150053","154754","159983","165814","173502","183111","193663","205105","216975","228603","239413","249129","257842","266154","274633","284474"
"Population ages 50-54, male","Serbia","243608","260829","276166","287308","294184","296729","295356","289585","279432","268560","259081","250649","245973","242781","237951","232363","228194","224885","222563","221614","220809","219931","216573","217032","217899"
"Population ages 50-54, male","Seychelles","1507","1559","1653","1685","1740","1827","1979","2146","2389","2591","2829","2868","2930","2978","3020","3079","3105","3130","3120","3124","3182","3257","4031","4145","4291"
"Population ages 50-54, male","Sierra Leone","61094","63375","65731","67856","70733","73163","75080","77234","79796","82618","85562","88570","91650","94851","98195","101585","105101","108793","112524","116252","120083","124013","128073","132403","137107"
"Population ages 50-54, male","Singapore","115745","125135","129301","130050","135028","141467","149066","157831","167377","172644","176048","179695","183384","185690","187180","187617","187636","184681","181434","178932","174834","165752","170129","179911","187050"
"Population ages 50-54, male","Sint Maarten (Dutch part)","834","886","937","987","1056","1115","1136","1156","1195","1216","1229","1283","1355","1406","1474","1561","1635","1696","1750","1777","1780","1772","1748","1722","1701"
"Population ages 50-54, male","Slovak Republic","157289","168241","177529","184111","189799","194126","196451","197445","197182","195391","192528","189482","186021","183557","183362","183176","181745","179920","177136","174199","173078","173895","177319","183793","192413"
"Population ages 50-54, male","Slovenia","64587","69937","73338","76326","78630","79870","80867","81345","80312","79866","79071","78019","77693","77849","77937","78208","78695","78708","78488","78389","77292","75845","75768","76637","77723"
"Population ages 50-54, male","Solomon Islands","5931","6068","6228","6408","6594","6768","6921","7058","7209","7425","7805","8325","8873","9407","9900","10354","10811","11333","11966","12621","13305","14086","14917","15762","16565"
"Population ages 50-54, male","Somalia, Fed. Rep.","108043","115712","122690","129363","135532","139846","142566","145460","148272","150536","152855","152802","153101","156819","161264","165697","171050","176832","182417","188718","195699","202688","209081","216244","224683"
"Population ages 50-54, male","South Africa","692718","727155","756842","779281","794523","805194","816779","834735","860826","893682","930575","965125","998659","1029612","1045030","1052004","1047794","1060497","1105530","1155846","1212161","1272215","1321642","1360994","1397643"
"Population ages 50-54, male","South Sudan","66399","68817","71864","75842","80913","86807","93238","100100","107281","114540","123040","132326","140900","149039","152831","154090","153469","149144","151409","160530","170140","179008","188166","202577","216866"
"Population ages 50-54, male","Spain","1191690","1198867","1221721","1239532","1253342","1284370","1329132","1380837","1437345","1495940","1551223","1600237","1638557","1666954","1703677","1743311","1779777","1812042","1832922","1844424","1854912","1867263","1894933","1941083","1987416"
"Population ages 50-54, male","Sri Lanka","482189","509864","526504","534871","540857","546164","552589","560735","569941","578893","586731","593087","598717","581682","585225","588444","593627","600415","608050","614052","619072","625608","623491","614724","606703"
"Population ages 50-54, male","St. Kitts and Nevis","755","831","916","1012","1114","1213","1303","1377","1428","1473","1512","1529","1543","1562","1576","1588","1604","1603","1576","1545","1515","1482","1461","1460","1475"
"Population ages 50-54, male","St. Lucia","2819","2924","2939","2987","3084","3213","3340","3541","3861","4217","4495","4698","4902","5099","5291","5478","5645","5772","5856","5902","5907","5876","5841","5822","5813"
"Population ages 50-54, male","St. Martin (French part)","723","753","788","830","870","903","935","965","992","1028","1077","1126","1169","1211","1245","1276","1307","1312","1263","1152","1045","982","931","883","827"
"Population ages 50-54, male","St. Vincent and the Grenadines","1978","2047","2113","2188","2285","2413","2570","2747","2924","3084","3212","3308","3403","3506","3595","3660","3694","3684","3633","3562","3493","3436","3396","3365","3338"
"Population ages 50-54, male","Sudan","375012","395599","416087","435856","455553","474118","490585","505877","520037","532706","541537","546790","551957","558405","567929","580320","593710","610342","627541","641977","655465","672052","691226","697214","695855"
"Population ages 50-54, male","Suriname","7533","8161","8886","9629","10148","10470","10811","11205","11710","12345","13053","13791","14551","15304","15979","16537","16973","17261","17415","17524","17637","17763","17957","18201","18358"
"Population ages 50-54, male","Sweden","327239","319215","310586","303546","297484","293233","292801","293999","294093","294818","295662","295442","296547","301066","309803","321217","333012","343194","348355","346668","341590","337501","335157","334643","336707"
"Population ages 50-54, male","Switzerland","247530","246704","245824","245449","245671","247545","252023","258488","266112","274577","282500","290409","298709","308637","319666","329340","336258","339766","339610","336296","331319","326058","321832","319514","317744"
"Population ages 50-54, male","Syrian Arab Republic","227043","233690","239315","243375","251047","263556","281273","305003","322124","333781","347982","361148","367583","360893","350278","346807","351771","360594","373674","392561","410553","426476","445246","468197","490966"
"Population ages 50-54, male","Tajikistan","61158","66944","72557","77758","82767","87926","93567","100152","108081","117180","126726","135883","144715","152564","158563","163111","166579","169679","173086","177008","180451","183246","186100","188765","191206"
"Population ages 50-54, male","Tanzania","480664","482159","480747","479087","478593","479084","479642","480046","480210","479134","479965","485092","493849","507602","526890","554039","589377","630154","673749","719260","767651","817102","865854","913388","959372"
"Population ages 50-54, male","Thailand","1487434","1585317","1671767","1748314","1818885","1886321","1954503","2024292","2094331","2164366","2237642","2310289","2375692","2432513","2478283","2515035","2546514","2573308","2595683","2614354","2628478","2635303","2628510","2607945","2578323"
"Population ages 50-54, male","Timor-Leste","11473","12621","13840","14671","15156","15679","16073","16165","16050","15831","15829","16311","16987","17609","18226","18925","19739","20625","21601","22689","23881","25129","26204","27046","27725"
"Population ages 50-54, male","Togo","71255","73850","76266","78732","81417","83976","86518","89269","92095","95045","98087","101321","104773","108506","112493","116705","121159","125775","130493","135438","140632","146018","151755","157903","164226"
"Population ages 50-54, male","Tonga","1518","1516","1524","1541","1573","1614","1646","1676","1711","1750","1790","1821","1864","1901","1937","2001","2101","2204","2300","2403","2460","2458","2412","2326","2214"
"Population ages 50-54, male","Trinidad and Tobago","31682","33409","35044","36625","38355","38354","39484","40304","41050","41621","42449","43839","45625","47266","48168","48092","47077","45370","43340","41860","41129","40928","41191","41902","42735"
"Population ages 50-54, male","Tunisia","166403","178911","193324","208571","223920","238988","253532","266895","277657","286178","294165","300300","305271","313507","324869","333911","338699","340233","339196","337298","336951","338685","343323","350172","356091"
"Population ages 50-54, male","Turkiye","1269651","1326097","1389979","1459860","1533662","1608631","1681635","1734489","1790469","1824455","1845851","1883282","1950955","2040653","2136149","2220174","2288523","2327684","2340601","2351044","2354818","2363811","2395078","2441025","2508558"
"Population ages 50-54, male","Turkmenistan","57324","63142","68464","73101","77417","81823","86583","92008","98257","105143","112161","118730","124374","128713","131777","134135","136589","140001","144997","151497","158796","166081","172311","176949","180274"
"Population ages 50-54, male","Turks and Caicos Islands","403","425","465","519","577","626","665","702","750","826","927","1034","1143","1236","1293","1331","1365","1416","1502","1615","1731","1836","1908","1949","1987"
"Population ages 50-54, male","Tuvalu","170","183","192","202","211","214","219","228","235","241","252","264","271","275","284","294","302","309","312","308","305","307","300","283","262"
"Population ages 50-54, male","Uganda","218766","231233","242599","252083","258445","264308","271558","279404","287885","297032","306813","317345","328856","341488","355901","372620","392509","415161","438934","463516","488158","512103","534382","554417","573760"
"Population ages 50-54, male","Ukraine","1258964","1390466","1459369","1509539","1530952","1512775","1515925","1531983","1564678","1613384","1661669","1689105","1710503","1735743","1736131","1717717","1686745","1628732","1539271","1479174","1477893","1464714","1329011","1206099","1188866"
"Population ages 50-54, male","United Arab Emirates","103972","115341","124581","133355","142793","152304","165299","185669","207269","220605","225422","231315","238936","248095","259642","274317","289519","299610","302645","303828","300110","303319","317657","341062","365743"
"Population ages 50-54, male","United Kingdom","1993999","1975646","1906114","1845270","1817265","1812201","1826332","1855379","1895199","1934774","1970222","2010949","2047958","2068361","2087021","2111991","2126746","2136433","2153088","2174393","2180511","2179026","2201394","2236141","2233583"
"Population ages 50-54, male","United States","8768094","9049248","9195600","9363290","9617563","9897073","10167634","10427254","10672405","10874303","11052418","11224412","11344937","11384108","11378670","11302131","11137592","10927700","10720176","10553792","10505078","10512361","10513918","10487226","10434941"
"Population ages 50-54, male","Uruguay","80134","80582","81045","81767","82914","84285","85783","87331","88796","90128","91430","92766","94144","95626","97014","98076","98705","98820","98487","98031","97823","97845","98119","99017","100822"
"Population ages 50-54, male","Uzbekistan","331474","360824","391575","423173","455305","481883","503692","527480","552763","580989","612456","645671","679667","711462","738057","759074","773345","780833","784033","785938","789129","796607","809258","827009","848770"
"Population ages 50-54, male","Vanuatu","3015","3125","3233","3329","3426","3542","3660","3773","3878","3980","4073","4158","4252","4370","4515","4690","4883","5051","5197","5346","5515","5731","6021","6367","6710"
"Population ages 50-54, male","Venezuela, RB","435808","455011","476076","499691","524298","549539","575370","600969","626097","649184","669899","688716","705606","720958","736018","751337","764817","772343","771319","767304","766526","767598","770014","774047","778468"
"Population ages 50-54, male","Viet Nam","1124459","1225187","1336141","1459781","1556716","1633023","1726822","1852679","1996633","2118923","2225133","2313293","2373805","2452762","2546931","2615598","2674031","2716675","2728613","2749082","2780510","2836299","2913448","2966595","2986757"
"Population ages 50-54, male","Virgin Islands (U.S.)","3823","3753","3665","3578","3515","3494","3516","3588","3693","3789","3873","3925","3923","3900","3872","3859","3875","3909","3946","3969","3924","3807","3677","3544","3411"
"Population ages 50-54, male","West Bank and Gaza","35052","35962","36993","38280","39878","41558","43217","44929","46825","48802","50863","53001","55238","57521","59767","61950","64044","65781","67702","69576","71411","73254","75257","77471","79872"
"Population ages 50-54, male","Yemen, Rep.","207900","205481","203735","204149","207640","215491","226596","238552","251461","265387","280102","295489","311638","328490","346406","365214","384939","406006","427652","449771","471973","493798","516831","541979","568816"
"Population ages 50-54, male","Zambia","79091","81690","84780","88866","93884","98802","103804","109491","115828","122730","130089","137690","145611","153977","162767","171902","181594","191981","203128","215271","228589","242787","258332","275809","294685"
"Population ages 50-54, male","Zimbabwe","141587","146682","151348","156217","157760","155186","151538","147436","143261","139163","135569","132586","130269","128706","128051","128652","130538","133457","136992","140599","144079","147816","152257","158229","166596"
"Population ages 55-59, female","Afghanistan","201315","204594","217710","232975","241044","246018","251163","251345","252911","260057","268282","280029","292784","304335","317256","329225","339779","351973","365404","379825","395201","407686","417454","431121","448504"
"Population ages 55-59, female","Albania","61057","59176","58334","58870","60902","63863","66990","69787","72354","75176","78652","82463","86183","89702","92813","95389","97463","99052","99955","99916","98953","97371","95202","92933","91399"
"Population ages 55-59, female","Algeria","358586","362919","371617","386099","406878","432988","462549","493625","524446","553713","580980","606460","630504","653421","675734","698386","722633","749754","780905","816608","855590","896722","939234","981169","1021015"
"Population ages 55-59, female","American Samoa","655","691","730","774","825","868","908","948","981","1013","1045","1066","1081","1102","1130","1158","1194","1237","1273","1293","1314","1335","1333","1332","1338"
"Population ages 55-59, female","Andorra","1547","1599","1680","1755","1849","1941","2006","2054","2096","2142","2152","2140","2146","2199","2276","2344","2451","2607","2776","2909","2996","3071","3136","3203","3275"
"Population ages 55-59, female","Angola","195176","199929","204907","209155","211981","214704","218607","224085","232243","243648","257008","271202","286108","301382","316740","332035","347541","363176","378612","393863","408746","422977","437326","452538","468360"
"Population ages 55-59, female","Antigua and Barbuda","1221","1306","1386","1461","1538","1619","1711","1809","1902","2008","2110","2197","2297","2433","2589","2743","2875","2993","3102","3197","3299","3402","3484","3542","3584"
"Population ages 55-59, female","Argentina","821102","841506","863661","886348","906900","926014","944335","960220","974343","988522","1001882","1013884","1024730","1033102","1041582","1051512","1060432","1069178","1079685","1088997","1093881","1095091","1096746","1102245","1112720"
"Population ages 55-59, female","Armenia","51162","47222","48655","54272","62253","70463","77286","82636","87102","91085","94727","98615","103278","108692","114493","119815","123590","125079","124817","122806","118874","113814","107795","100541","97690"
"Population ages 55-59, female","Aruba","2187","2287","2413","2560","2720","2899","3084","3239","3395","3561","3707","3869","4071","4269","4438","4592","4713","4768","4799","4808","4767","4702","4645","4602","4558"
"Population ages 55-59, female","Australia","470154","496638","530339","563057","588197","609578","623537","630556","637881","649466","661235","674662","690751","706444","721415","736897","753079","768586","780982","791645","797102","787069","782265","789821","801706"
"Population ages 55-59, female","Austria","249225","232748","229972","234356","237300","244369","252254","252357","249874","249864","253181","260781","270147","279141","289182","299661","309166","318505","328899","338783","346155","350556","355458","359955","360868"
"Population ages 55-59, female","Azerbaijan","92549","83015","83573","93773","108988","125541","141050","153409","164878","177755","192044","209242","228970","251854","276287","300206","318377","327279","332283","335000","336093","334651","330256","326511","324875"
"Population ages 55-59, female","Bahamas, The","7295","7594","7827","8011","8058","7983","7914","7878","7890","7964","8116","8343","8627","8958","9339","9771","10255","10781","11333","11886","12407","12854","13243","13587","13837"
"Population ages 55-59, female","Bahrain","4712","4777","5027","5389","5887","6549","7435","8575","9758","11196","12596","13175","14165","16054","18302","19323","19845","21121","21811","22490","24549","26738","25492","24998","25049"
"Population ages 55-59, female","Bangladesh","1688576","1737435","1788308","1826628","1851576","1886783","1940884","2008043","2097632","2211414","2327475","2437347","2547271","2655176","2759267","2860417","2959409","3001325","2981872","2954736","2925868","2902486","2944035","3049343","3162632"
"Population ages 55-59, female","Barbados","5460","5725","6113","6499","6864","7232","7556","7847","8145","8440","8793","9222","9603","9866","10097","10316","10481","10596","10710","10795","10775","10687","10577","10412","10177"
"Population ages 55-59, female","Belarus","226635","209246","210667","230300","259237","289836","314617","329249","337047","340756","345826","354118","363406","376298","388796","397222","403213","404662","399619","391091","379802","364914","350206","338453","329184"
"Population ages 55-59, female","Belgium","262999","277690","298240","313931","324586","333470","337625","338065","339796","342896","348196","356430","362719","368546","375006","380584","385289","389642","393480","397223","399699","400171","400670","400880","398561"
"Population ages 55-59, female","Belize","2143","2198","2321","2509","2736","2982","3229","3459","3679","3900","4115","4339","4590","4867","5177","5505","5842","6172","6474","6733","6957","7169","7403","7670","7976"
"Population ages 55-59, female","Benin","88702","91362","93039","93963","94638","95334","96321","98120","100769","103839","107383","111190","115343","119807","124602","129713","135253","141164","147211","153340","159457","165218","170730","176311","181894"
"Population ages 55-59, female","Bermuda","1662","1744","1815","1882","1949","2000","2047","2087","2102","2138","2228","2339","2442","2539","2611","2659","2693","2717","2725","2716","2679","2616","2547","2470","2388"
"Population ages 55-59, female","Bhutan","7790","7929","8022","8061","8081","8173","8385","8676","9007","9384","9807","10247","10666","11027","11303","11495","11634","11783","11984","12247","12590","13028","13555","14137","14705"
"Population ages 55-59, female","Bolivia","125312","129074","132708","135330","136602","137602","138791","140175","142660","146499","150751","155141","160023","165370","171066","176993","183038","189111","195132","201043","206219","210244","214928","221016","227429"
"Population ages 55-59, female","Bosnia and Herzegovina","103086","99987","100183","103787","109461","115766","122093","127655","132270","136419","139826","141969","142995","143245","143130","143179","143446","143526","143004","141407","138508","134453","129583","124183","118519"
"Population ages 55-59, female","Botswana","18057","18304","18596","18984","19777","21037","22445","23936","25516","26940","28153","29223","29891","30280","30616","30863","30888","30861","31049","31406","32177","33609","35121","36557","38384"
"Population ages 55-59, female","Brazil","2848865","2942711","3059031","3199764","3370315","3561748","3754953","3943319","4124513","4290962","4450018","4612860","4777488","4944266","5112328","5278914","5441266","5598550","5748897","5884998","5997502","6076687","6129190","6166153","6194348"
"Population ages 55-59, female","British Virgin Islands","341","365","394","428","462","495","531","569","604","642","686","732","780","831","879","925","969","1015","1071","1117","1156","1197","1232","1269","1322"
"Population ages 55-59, female","Brunei Darussalam","3178","3285","3489","3795","4203","4681","5190","5627","5968","6268","6511","6781","7176","7633","8091","8550","8991","9378","9670","9880","10058","10273","10575","11009","11530"
"Population ages 55-59, female","Bulgaria","255474","260362","265810","273885","283881","293571","295182","291643","288599","282958","275625","271799","270147","262484","256585","250275","244070","238832","233879","229420","225310","220414","215496","215236","219847"
"Population ages 55-59, female","Burkina Faso","145033","149420","153111","154431","153854","153533","153973","155555","159716","165985","172446","178879","185439","192092","198946","205979","213137","220436","227757","235164","242785","250443","258274","266692","275412"
"Population ages 55-59, female","Burundi","65616","66779","67908","69110","70031","72655","77466","82252","87192","93161","97282","98584","99999","101488","102852","103303","103250","103986","105632","107711","110240","113525","117479","122458","128530"
"Population ages 55-59, female","Cabo Verde","5211","5204","5161","5120","5110","5160","5308","5596","6034","6582","7183","7758","8250","8677","9078","9451","9788","10094","10371","10618","10831","11060","11277","11390","11397"
"Population ages 55-59, female","Cambodia","158182","164046","171526","180426","190309","201013","212686","225698","238610","250430","261710","272581","283321","293871","304287","314850","325099","334115","342582","350932","357976","363720","369511","375651","381233"
"Population ages 55-59, female","Cameroon","170711","173209","175362","176556","177132","178458","180903","184549","189950","196651","203446","210107","216999","224158","231945","240097","248223","256360","264622","273231","282351","292099","303219","316507","331730"
"Population ages 55-59, female","Canada","783400","824051","876228","926609","971189","1012256","1044244","1063509","1084146","1113381","1146599","1180728","1218914","1255219","1285760","1309733","1333900","1352230","1369439","1382349","1380843","1359135","1339223","1325133","1315797"
"Population ages 55-59, female","Cayman Islands","657","705","761","813","868","927","990","1060","1155","1262","1351","1435","1524","1598","1664","1752","1846","1932","2020","2115","2208","2308","2431","2557","2676"
"Population ages 55-59, female","Central African Republic","32375","33626","34819","35937","37411","39932","42914","45974","49294","50874","51532","53022","54321","55488","56174","56990","58304","59349","60251","60638","60848","60903","59677","59116","59800"
"Population ages 55-59, female","Chad","79142","80304","81525","83129","86346","90869","95616","100630","106036","110746","114381","118163","122331","126988","132125","137338","142971","149243","155997","162916","169928","177316","185010","194651","205767"
"Population ages 55-59, female","Channel Islands","3930","4173","4556","4834","5010","5149","5143","5051","5010","4963","4932","4990","5096","5259","5478","5684","5846","5985","6117","6269","6450","6628","6762","6821","6831"
"Population ages 55-59, female","Chile","299551","310594","323852","339461","356695","374801","392654","408971","423640","437263","450358","463731","477685","491584","505388","518789","531471","543950","556341","567924","577986","586850","595094","602749","609765"
"Population ages 55-59, female","China","21897948","22611534","23617160","25029038","26780984","28990957","31380213","34026054","36644628","38809393","40561065","41660160","42378060","42515885","41282888","38949757","36556957","35843806","38614498","43397958","48420766","53597653","56551300","56825905","57205386"
"Population ages 55-59, female","Colombia","586091","615048","644795","674243","706537","742727","780439","820650","864470","908791","952735","998734","1046088","1094147","1142485","1190720","1238808","1287086","1334424","1378457","1416348","1445675","1469375","1489196","1503578"
"Population ages 55-59, female","Comoros","5854","5690","5390","5244","5449","5938","6566","7188","7689","7993","8109","8124","8141","8310","8666","9061","9392","9690","10022","10386","10770","11154","11549","11953","12333"
"Population ages 55-59, female","Congo, Dem. Rep.","644090","664404","683719","699415","711419","721102","729876","740091","754410","773892","797758","824624","852775","882360","912755","943822","977563","1012819","1046638","1080084","1114291","1148387","1182953","1218997","1255215"
"Population ages 55-59, female","Congo, Rep.","30937","31804","32669","33845","35259","36811","38511","40253","42044","44392","47103","49726","52415","55125","57817","60514","63324","66281","69469","72953","76699","80513","84236","87990","91824"
"Population ages 55-59, female","Costa Rica","64085","67069","70347","73921","77770","81690","85627","89680","93820","98024","102419","107021","111853","116986","122359","127851","133282","138321","142717","146366","149190","151106","152301","152758","152745"
"Population ages 55-59, female","Cote d'Ivoire","128372","128251","127909","126886","126622","128677","132537","138170","149094","163778","177867","191944","206013","219977","232429","243555","254864","266041","277160","288268","298786","308722","319112","329906","340522"
"Population ages 55-59, female","Croatia","131395","122830","123461","125942","132085","141593","147945","150456","153241","155086","156366","159494","161674","161195","160437","158951","157329","155243","153384","150731","148355","146535","144541","143182","142096"
"Population ages 55-59, female","Cuba","273139","279710","286444","292549","297742","302241","305656","308375","311796","315936","319223","322167","323462","322571","325099","335248","352246","378156","411789","446083","475206","495405","504907","505520","500550"
"Population ages 55-59, female","Curacao","3719","3769","3921","4118","4270","4466","4702","4952","5197","5422","5674","5925","6098","6259","6446","6643","6829","6962","6587","6337","6397","6249","6066","6177","6037"
"Population ages 55-59, female","Cyprus","22318","23327","24205","24956","25660","26339","26990","27603","28169","28714","29292","29990","30868","31903","33031","34171","35238","36174","36980","37702","38383","39075","39837","40684","41561"
"Population ages 55-59, female","Czechia","325348","340776","361754","377562","386171","395000","399544","397103","394327","392284","389040","383517","376107","366164","352444","337131","323665","313768","312283","320858","331474","331933","336797","338408","336647"
"Population ages 55-59, female","Denmark","172158","182753","191349","195366","194877","191520","186115","180282","176925","175707","175128","175625","176638","177061","177587","178816","180353","182392","186036","191013","196442","202498","207756","209153","206700"
"Population ages 55-59, female","Djibouti","9579","9986","10421","10841","11235","11563","11792","11944","12055","12185","12412","12786","13282","13851","14463","15109","15791","16512","17272","18073","18908","19765","20665","21617","22592"
"Population ages 55-59, female","Dominica","1141","1141","1157","1187","1217","1247","1279","1315","1349","1387","1437","1490","1553","1613","1677","1746","1815","1876","1926","1984","2046","2119","2190","2243","2279"
"Population ages 55-59, female","Dominican Republic","101441","105593","111044","117652","124728","132156","140094","148290","156829","166142","175833","185401","194897","204098","212907","221173","228849","235942","242287","247886","252824","257296","261539","265293","268457"
"Population ages 55-59, female","Ecuador","184456","191176","198138","206511","216708","227484","238293","249077","258607","266441","273927","281830","289961","298347","307089","316256","325854","335885","346498","357435","367642","377253","387451","398234","409194"
"Population ages 55-59, female","Egypt, Arab Rep.","906132","967930","1043180","1119175","1183521","1238932","1289711","1335845","1385775","1446536","1510473","1571036","1628414","1681804","1731806","1779814","1828388","1878243","1929840","1981848","2029015","2071102","2112816","2156734","2202961"
"Population ages 55-59, female","El Salvador","89482","91711","93677","95678","97880","100148","102399","104980","107698","110123","112462","114803","117269","120082","123201","126455","129884","133532","137231","140947","144815","148680","152491","156284","159830"
"Population ages 55-59, female","Equatorial Guinea","8631","9386","10026","10581","11268","12064","12943","14022","15180","16193","16964","17530","17942","18328","18806","19474","20381","21467","22615","23702","24578","25189","25626","25970","26288"
"Population ages 55-59, female","Eritrea","30682","31304","32046","32688","33266","33485","33430","33476","34056","34744","35533","36489","37229","38149","39303","40594","42078","43737","45393","46785","48070","49402","50777","52238","53696"
"Population ages 55-59, female","Estonia","41875","39838","39393","41046","43786","46368","47923","48504","48501","48190","48261","48428","48283","48278","48295","48052","47811","47666","47197","46466","45398","44004","43400","43611","43807"
"Population ages 55-59, female","Eswatini","11111","11800","12453","12938","13143","13013","12576","12170","12119","12382","12818","13409","14078","14775","15509","16200","16595","16868","17279","17685","18031","18363","18720","19384","20045"
"Population ages 55-59, female","Ethiopia","748734","773881","800242","823790","843055","852895","856150","863095","876742","897742","929623","968578","1007163","1050705","1103251","1162716","1227763","1297890","1367171","1431233","1492408","1552322","1612998","1674176","1732147"
"Population ages 55-59, female","Faroe Islands","1140","1166","1200","1227","1276","1342","1397","1435","1446","1419","1395","1409","1417","1440","1483","1523","1527","1530","1542","1543","1553","1592","1622","1633","1638"
"Population ages 55-59, female","Fiji","13171","13587","14060","14573","15087","15444","15645","15829","16025","16290","16740","17318","17904","18510","19138","19742","20272","20796","21315","21716","22015","22188","22178","22045","21897"
"Population ages 55-59, female","Finland","149869","159825","173014","189150","201204","207810","207368","204121","200393","196987","194870","193953","192826","190484","188137","186337","184925","183887","184322","185113","184738","183839","183229","182749","181028"
"Population ages 55-59, female","France","1439836","1542482","1700004","1847944","1985719","2120774","2195995","2205717","2202212","2192268","2182434","2181052","2185321","2190945","2201390","2211765","2219914","2224522","2238462","2256616","2269074","2276622","2276825","2269086","2256650"
"Population ages 55-59, female","French Polynesia","3581","3728","3878","4019","4184","4317","4445","4711","5013","5264","5549","5826","6051","6231","6390","6551","6707","6950","7322","7676","7942","8216","8538","8790","8942"
"Population ages 55-59, female","Gabon","16814","17171","17585","17985","18390","18916","19518","20119","20785","21498","22143","22768","23455","24213","25049","25950","26901","27899","28933","29994","31082","32204","33381","34639","35977"
"Population ages 55-59, female","Gambia, The","13701","14354","14933","15306","15413","15548","15912","16479","17372","18653","20074","21487","22990","24581","26219","27862","29491","31074","32575","33982","35286","36429","37411","38263","38970"
"Population ages 55-59, female","Georgia","84445","71843","69052","75879","88193","100839","110715","117109","121046","122728","124313","126045","127868","130335","133467","136889","140021","142489","143674","142939","140672","136244","131373","126515","121239"
"Population ages 55-59, female","Germany","2580856","2351446","2245624","2228696","2244743","2355534","2516740","2631909","2702716","2740119","2758215","2732787","2776053","2829164","2895042","2978392","3068311","3156263","3246157","3325222","3375105","3405673","3444640","3436762","3372475"
"Population ages 55-59, female","Ghana","236270","235633","234709","235837","240098","246895","255275","264235","272969","281343","289424","298441","309993","324012","339642","355959","377747","404758","431402","457379","482436","501515","515689","531238","548969"
"Population ages 55-59, female","Gibraltar","670","752","836","916","962","940","911","910","907","902","905","928","962","992","1022","1045","1072","1105","1131","1149","1179","1214","1233","1248","1266"
"Population ages 55-59, female","Greece","281302","289487","303298","316955","326676","331245","332640","333208","333764","335829","340521","346772","352565","359101","366754","372720","376182","378899","380570","380265","379821","380648","386009","395591","407109"
"Population ages 55-59, female","Greenland","1071","1061","1039","1014","1010","1036","1083","1144","1211","1280","1343","1412","1483","1551","1622","1703","1802","1900","1993","2089","2171","2225","2233","2222","2151"
"Population ages 55-59, female","Grenada","1511","1494","1527","1597","1686","1777","1868","1959","2056","2164","2283","2414","2561","2720","2871","3017","3139","3226","3280","3304","3297","3258","3195","3116","3037"
"Population ages 55-59, female","Guam","2610","2725","2903","3126","3353","3551","3705","3816","3889","3941","3993","4063","4144","4230","4323","4424","4530","4634","4723","4789","4838","4869","4879","4880","4879"
"Population ages 55-59, female","Guatemala","119062","124946","131177","138079","145392","152446","159457","166737","173909","181123","188987","197249","205499","213416","220784","227635","234172","240397","246324","252216","258095","263767","269769","276424","283308"
"Population ages 55-59, female","Guinea","109641","110446","111562","113325","114985","117094","119874","122574","125185","128085","131042","133919","137043","140421","144061","147955","152086","156401","160849","165403","169949","174374","178863","183464","187992"
"Population ages 55-59, female","Guinea-Bissau","12797","13201","13721","14362","15117","15980","16931","17924","18907","19843","20700","21467","22146","22730","23218","23611","23931","24204","24460","24718","24978","25276","25739","26443","27422"
"Population ages 55-59, female","Guyana","9342","9646","10010","10431","10885","11332","11754","12150","12535","12930","13357","13827","14392","15046","15701","16322","16887","17387","17917","18371","18707","19016","19333","19699","20032"
"Population ages 55-59, female","Haiti","112017","113978","116278","119164","121976","124975","128681","132470","136041","139922","143072","146118","150039","153904","157844","161754","165625","169715","174106","178783","183622","188307","193026","198076","203168"
"Population ages 55-59, female","Honduras","60421","63036","66333","70420","75606","81573","87609","93458","98892","103516","107529","111537","115582","119654","123734","127844","132044","136368","140847","145548","150468","155446","160824","166835","173279"
"Population ages 55-59, female","Hong Kong SAR, China","109398","117308","131100","147019","165800","184843","202226","215500","225381","233993","244121","255463","269082","280813","292550","303472","311678","320398","331753","342098","344752","340581","331579","332884","328682"
"Population ages 55-59, female","Hungary","332817","330088","330341","335297","340843","349891","363855","372218","378308","390120","401428","411313","413864","402687","381685","357267","335890","319071","307292","299317","293889","291455","296730","308424","319716"
"Population ages 55-59, female","Iceland","6189","6511","6793","7088","7396","7677","8012","8328","8558","8799","9073","9336","9590","9863","10146","10378","10475","10589","10759","10907","10998","11135","11306","11328","11302"
"Population ages 55-59, female","India","14731182","15090335","15503772","15935446","16562573","17426197","18363162","19373962","20480024","21500402","22360725","23182756","23960204","24676117","25325849","25944571","26565163","27190746","27827632","28478409","29100528","29622416","30170522","30831921","31528368"
